"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 16:34:30 GMT 2024","Mon May 13 16:34:31 GMT 2024","853","chromium","example.spec.js","","","","Select the Product ",""
"passed","Mon May 13 16:34:31 GMT 2024","Mon May 13 16:34:32 GMT 2024","925","chromium","example.spec.js","","","","Check out",""
